sentence,sense,modified_noun,dep_parse,date,decade,location,region
écrites d'un style welche et baroque elles présentent des idées louches souvent inintelligibles .,other,style,-,1782,1780,London,London
c'est pourquoi ils ont imaginé une écriture baroque illisible dont tous les caractères sont extrêmement gros et étendus .,other,écriture,amod,1782,1780,London,London
alors je jetai pour la première fois les yeux sur ce valet si apprivoisé et je reconnus malgré un équipage tout-à-fait baroque l'abbé de gaudigny neveu de notre abbesse .,other,équipage,amod,1782,1780,London,London
la bonne grace du pitaut reparoit assez le défaut de sa construction baroque et les peu séduisants appas du nez camus n'invitoient pas a profiter de l'équivoque .,other,construction,amod,1785,1780,London,London
au surplus une ortographe ridicule et une composition bizarre forment tout ce qu'il y a de remarquable dans cet ouvrage où comme dans les autres productions de m de la bretonne l'auteur n'a été que baroque en se persuadant qu'il était original .,other,auteur,nsubj,1788,1780,London,London
le titre en est très baroque et très long .,other,titre,nsubj,1786,1780,London,London
d'autre part il avait la prétention - baroque chez lui - de réhabiliter les filles publiques .,other,prétention,amod,1788,1780,London,London
cet arrangement baroque fut accepté .,other,arrangement,amod,1789,1780,London,London
cette réflexion qui a fait toujours sur mon esprit une impression plus vive que les trames les complots et les conjurations dont on nous fatigue depuis long-temps n'a pas agi avec la même force sur l'âme de nost représentants cars ils n'hésiteroient pas à nous donner un papier national et ils auroient résisté à l'idée baroque et mal faisante de fondre notre argenterie nos boucles et nos saintes-vierges .,other,idée,amod,1789,1780,London,London
je vous dirai mon cher ami que je m'exprime plus aisément maintenant dans ce langage baroque et musical que je n'ai jamais fait en français .,other,langage,amod,1797,1790,London,London
le mérite est toujours baroque .,other,mérite,nsubj,1708,1700,Lyon,France
reponse du chevalier à cet argument par la distinction baroque et confuse des causes matérielle et formelle efficient et finale .,other,distinction,amod,1771,1770,Lyon,France
lorsque otus furent placés commodément le médecin de mon père fit une histoire baroque de la maladie depuis sa naissance jusqu'à ce jour .,other,histoire,amod,1774,1770,Maastricht,Netherlands
on en lisoit et l' on en peut lire encore la plus grande partie dans les ouvrages d'arnaud principalement dans l'écrit donné sous le titre baroque de pentalogus diaphoricus .,other,titre,amod,1790,1790,Maastricht,Netherlands
mais un mot baroque qu'ils répètent si souvent a enfin forcé mon attention .,other,mot,amod,1786,1780,Mannheim,Germany
mais en conscience convenez donc que la tendresse des vieilles gents est baroque .,other,tendresse,nsubj,1786,1780,Mannheim,Germany
mais en se regardant les uns et les autres sur un procédé si baroque ils ne purent s'empêcher de rire .,other,procédé,amod,1768,1760,Marseille,France
traiter d'emblée est un expression baroque .,other,expression,amod,1787,1780,Marseille,France
expression baroque comune en certaines provinces .,other,expression,amod,1788,1780,Marseille,France
le mexique conquis poème baroque .,other,poème,amod,1753,1750,Messina,Italy
en allant le goût italian au nôtre nous rendrions notre musique dure baroque et presque inchantable .,other,musique,-,1753,1750,Nancy,France
les unes trouvoient son chant plat et commun les autres welche et baroque .,other,chant,-,1781,1780,Naples,Italy
n'a qu'une harmonie baroque et criarde un style tudesque usé raboteux qui n'a aucune réputation en italie et n'y a eu aucun succès .,other,harmonie,amod,1781,1780,Naples,Italy
admirable dans un petit nombre de scènes mauvais presque partout ailleurs ce qui est peut-être autant la faute du genre que la sienne car c'est souvent pour avoir trop voulu s'asservir à la déclamation qu'il a rendu son chant baroque et ses transitions dures .,other,chant,amod,1764,1760,Neuchatel,Switzerland
c'est chez la marquise de felcourt que j'ai entendu le concert dont l'éxécution baroque m'a fourni le détail que je viens de vous faire .,other,éxécution,amod,1764,1760,Neuchatel,Switzerland
je ne crois pas qu'il puisse y avoir une construction plus baroque que celle de ces vers .,other,construction,amod,1772,1770,Orleans,France
il fait ensuite une division de la musique en musique chantante et musique baroque .,other,musique,amod,1775,1770,Orleans,France
le mot allemand est erd-apfel ou erd oepfel ce qui a produit le nom baroque de artoffel .,other,nom,amod,1777,1770,Paris,France
mais voyant ensuite comme moi que cette hypothèse ne pouvoit satisfaire qu'à quelques cas particuliers il en vient à l'explication la plus baroque .,other,explication,amod,1780,1780,Paris,France
retournez chez vos compatriotes et leur faites entendre votre musique baroque qui n'a ni sens ni raison .,other,musique,amod,1789,1780,Paris,France
mais un mot baroque qu'ils répètent si souvent a enfin forcé mon attention .,other,mot,amod,1786,1780,Paris,France
mais en conscience convenez donc que la tendresse des vieilles gents est baroque .,other,tendresse,nsubj,1786,1780,Paris,France
si cela est comme on n'en peut pas douter ne soyons point étonnés de la musique baroque dont on nous écorche aujourd'hui les oreilles .,other,musique,amod,1772,1770,Paris,France
mais il me semble qu'il est vraisemblable et qu'il donne un fondement raisonnable à cette idée baroque .,other,idée,amod,1774,1770,Paris,France
les lettres n'étant faites que pour l'amusement des peuples ce genre baroque y contribuoit tout aussi bien que les genres à prétention .,other,genre,amod,1786,1780,Paris,France
voilà un mot bien baroque .,other,mot,amod,1724,1720,Paris,France
et dont l'esprit répond à la mine baroque .,other,mine,amod,1732,1730,Paris,France
dussiez vous cependant trouver mon idée baroque je ne suis point fait pour dissimuler avec vous .,other,idée,amod,1736,1730,Paris,France
ainsi puisse prospérer la musique baroque dans le profane  puisqu' elle n'y est ni plus significative ni plus scandaleuse qu'une grêle de coups qu'on feroit tomber sur un coffre .,other,musique,amod,1746,1740,Paris,France
l'intention des assemblées chrétiennes et les sujets qui s'y chantent sont incompatibles soit avec les boutades soit avec la précipitation de la musique baroque .,other,musique,amod,1746,1740,Paris,France
la musique baroque restera en possession des spectacles et des concerts publics où la musique chantante causoit autrefois des maux infinis .,other,musique,amod,1746,1740,Paris,France
mais quel avantage pourra-t-on tirer de la musique baroque .,other,musique,amod,1746,1740,Paris,France
nous la nommerons la musique baroque .,other,musique,amod,1746,1740,Paris,France
par exemple il pourra comme l'a déjà fait un musicien parfaitement convaincu du vrai usage de la musique baroque .,other,musique,amod,1746,1740,Paris,France
pour faciliter à l'amiable les progrès de la musique baroque et pour décréditer ou ruiner dans les familles le dangereux goût des chants du siècle passé il sera permis aux villes les plus médiocrement riches de se donner à grands frais un opéra ou du moins un concert public où les honnêtes fainéants du pays puissent avoir à discrétion des sonnates qui ne significen rien et de l'italien qu'ils n'entendent point ou du français qui se convertit pour eux en arabe par les cascades et par les hoquèts de la prononciation .,other,musique,amod,1746,1740,Paris,France
pour étendre les leurs sur un acte équivoque ou sur un vieux titre baroque dont le chifre effacé rend le temps incertain .,other,titre,amod,1750,1750,Paris,France
de dix vers blancs où le bons sens domine que de forger et bistourner exprès prose baroque où la rime chemine .,other,prose,amod,1748,1740,Paris,France
il est vrai qu'il a l'accent un peu baroque aussi bien que nous .,other,accent,amod,1749,1740,Paris,France
la musique qui est du sieur rameau est à son ordinaire baroque et fort médiocre dans le cours de la pièce mais admirable dans les choeurs .,other,musique,nsubj,1750,1750,Paris,France
pour avoir un peu exactement ce plan baroque de la caverne je fis tendre un cordeau marqué de toise en toise depuis la porte du mur circulaire jusqu'au fond de la grotte .,other,plan,amod,1750,1750,Paris,France
la composition de ce jeune anglois eût elle été moins défecteuse et moins baroque si ce qu'il mit d'anglois en français d'une façon si ridicule il l'avoit mis d'anglois en latin selon l'usage des écoles .,other,composition,-,1751,1750,Paris,France
il n'y a point de langue si baroque qui n'ait trouvé des partisans zélés .,other,langue,amod,1752,1750,Paris,France
adieu m le démonstrateur avec votre démonstration je vous jure que si vous avez voulu me démonstrer la confusion de vos idées et le néant de votre système vous avez parfaitement réussi dans votre argument baroque que vous venez afficher ici pour une démonstration .,other,argument,amod,1752,1750,Paris,France
et confirme son dire burlesque par un trait encore plus baroque et qui ne sert plus guère que de lieu commun à tous nos faiseurs de contes .,other,trait,amod,1752,1750,Paris,France
l'auteur parcoure les divers ridicules qu'il croit devoit reprendre dans le goût moderne et il s'élève ainsi contre la musique baroque .,other,musique,amod,1753,1750,Paris,France
voilà un quoique que l'on m'avouera être très mal placé et qui fait un raisonnement baroque .,other,raisonnement,amod,1753,1750,Paris,France
de baroque musique faites un choix fabriquez moi un opéra car tel qu'il sera on l'applaudira .,other,musique,amod,1756,1750,Paris,France
zinca paraît effrayée et ensuite contrefait un rire baroque .,other,rire,amod,1758,1750,Paris,France
n'aveignez point cet instrument baroque rauque qui nous fait trembler tous .,other,instrument,amod,1760,1760,Paris,France
les personnes trop peu exercées pour saisir cette mélodie disent qu'elle est baroque .,other,mélodie,-,1764,1760,Paris,France
quand ils furent arrivés à terre les matelots dont chacun était soutenu par deux sauvages furent conduits par un chemin étroit d'environ un quart de mille de longeur à leurs huttes où leur arrivé fut célébré au son d'un instrument très discordant qui n'était composé que de deux bâtons dentelés et acompagné d'une voix encore plus baroque et plus barbare .,other,voix,amod,1766,1760,Paris,France
ll y a dans le texte militia qui fait un sens baroque .,other,sens,amod,1766,1760,Paris,France
c'est un caractère baroque .,other,caractère,amod,1768,1760,Paris,France
il fit une enterprise baroque .,other,enterprise,amod,1768,1760,Paris,France
nous y vîmes une cérémonie baroque .,other,cérémonie,amod,1768,1760,Paris,France
ce qui a formé une jurisprudence baroque et non uniforme que l' on a insérée dans ces coutumes comme une loi invariable à suivre .,other,jurisprudence,amod,1769,1760,Paris,France
illustre aimable et digne abbesse il n'est donc que trop vrai qu'à paris comme à rome à vienne au paraguay a stokolm à berlin tout ainsi qu'à gonesse le premier jour de lan est de nos douze mois le jour le plus baroque et plus bavard le plus sournois le plus maussade enfin le plus équivoque .,other,jour,amod,1769,1760,Paris,France
cette traduction semble inexacte d'un style dur et baroque rompu .,other,style,-,1770,1770,Paris,France
ils ne peuvent manquer de plaire à ceux qui préférent aux difficultés d'une musique baroque un chant agréable varie et semé de traits neufs .,other,musique,amod,1770,1770,Paris,France
ainsi on dit un esprit un goût un ouvrage une pensée baroque .,other,pensée,amod,1771,1770,Paris,France
lorsque je voyois que le sommeil alloit rallentir leur feu je poussois de mon palanquin un argument aussi baroque que leurs faces .,other,argument,amod,1771,1770,Paris,France
on n'y voit point ces hymnes d'un chant lourd baroque .,other,chant,-,1772,1770,Paris,France
le plaidoyer baroque de l'intimé dans racine fut calqué sur ceux que l'on débitoit tous les jours au palais .,other,plaidoyer,amod,1773,1770,Paris,France
l'ancienne manière de placer les pelotons et compagnies dans le bataillon était assez baroque et n'était fondée sur aucune raison qui méritât quelque considération .,other,manière,nsubj,1774,1770,Paris,France
il y a des tuyaux de mer qui sont repliés contournés en spirale en manière de vis roulés les uns sur les autres régulièrement comme des pains de bougier ou d'une manière si baroque que l'on a peine quelquefois à en trouver les extrémités .,other,manière,amod,1775,1770,Paris,France
mais elles sont écrites d'un style baroque capable d'effrayer le lecteur le plus intrépide et d'une dureté sans exemple depuis chapelain .,other,style,amod,1776,1770,Paris,France
des cazeaux des granges m demeurant à londres a traduit de l'anglois en français baroque la prétendue veuve et composé dans le même style la femme jalouse .,other,français,amod,1776,1770,Paris,France
mais les suisses ne sont point constipés et ils sont d'un bien meilleur tempérament encore et je ne conçois pas ce qu'on prétend gagner à recuire et à distiller une humeur baroque pendant huit ou quinze jours .,other,humeur,amod,1778,1770,Paris,France
huit sujets de danse joueur d'instrument genre baroque peint en mignature d'un beau faire .,other,genre,amod,1778,1770,Paris,France
non seulement on est fatigué au bout de trois pages de leur tournure bizarre et de leur jargon baroque .,other,jargon,amod,1778,1770,Paris,France
cette écriture est si baroque qu'on pourroit la lire en vingt façons différentes .,other,écriture,nsubj,1778,1770,Paris,France
en effet les termes de travers de jargon de tournure plate triviale baroque barbare inepte ridicule stupide et cetera relevent sans cesse la gracce de vos discours et vous avez épuisé pour m gilbert le répertoire de vos aménités critiques .,other,tournure,-,1778,1770,Paris,France
et ce boileau tant vanté n'était qu'un rimeur baroque quand il a dit .,other,rimeur,amod,1778,1770,Paris,France
le tout fut accompagné par une musique ou chant chinois fort baroque et des plus désagréables quoique cadencé ou mesuré et qu'ils exécuterent principalement devant la couleuvre en lui faisant faire en même temps différents mouvements très singuliers .,other,chant,amod,1779,1770,Paris,France
penser cependant d'une musique qui à nos yeux doit être baroque sans mélodie et sans harmonie et qui cependant parle au coeur des naturels du pays .,other,musique,-,1780,1780,Paris,France
on trouva sa musique baroque et barbare .,other,musique,amod,1780,1780,Paris,France
mais comme c'est un esprit baroque il voudroit de l'extraordinaire et il m'a chargé de lui chercher un poète et un musicien .,other,esprit,amod,1780,1780,Paris,France
c'est un nom si baroque .,other,nom,amod,1781,1780,Paris,France
elle n'aurait pas été capable de faire un choix si baroque .,other,choix,amod,1781,1780,Paris,France
il n'y a pas de plus grand défaut que celui là si ce n'est peut être celui d'un poète baroque qui prend une bizarrerie grotesque pour l'originalité une trivialité bouffonne pour de la gaieté naïve et qui estropiant sans cesse la langue et disloquant la poesie choque à la fois le plus rudement du monde le bon goût le bons sens et l'oreille .,other,poète,amod,1782,1780,Paris,France
si ce style bizarre et baroque engage d'un côte par sa singularité à rechercher l'ouvrage et le fait vendre plus cher .,other,style,-,1782,1780,Paris,France
d'où l' on tire un argument baroque pour prouver que tous les hommes sont obligés de subir la circoncision .,other,plan,nsubj,1782,1780,Paris,France
on nous donne quelque menuet baroque .,other,menuet,amod,1783,1780,Paris,France
je ne crois pas qu'on ait jamais pu inventer un outil aussi baroque .,other,outil,amod,1783,1780,Paris,France
ce nom baroque passoit ci-devant pour désigner une espèce de terre calcaire très fine .,other,nom,amod,1785,1780,Paris,France
enfin du p parti je n'entends plus le pas le q traînant sa queue et quelérant tout bas vient s'attaquer à l'u qu'à chaque instant il choque et sur le ton du k calque son ton baroque  et cetera .,other,ton,amod,1786,1780,Paris,France
leur langage baroque effarouche les graces et fait fuir les amours qui voloient sur leurs traces .,other,langage,amod,1786,1780,Paris,France
le q traînant sa queue et querellant tout bas vient s'attaquer à l'u qu'à chaque instant il choque et sur le ton du k calque son ton baroque .,other,ton,amod,1786,1780,Paris,France
si la comparaison baroque du médecin de saint germain avec le médecin de cos faite au même endroit était proposable ce ne pourroit être à cause de la médecine originale du premier .,other,comparaison,amod,1786,1780,Paris,France
voilà pourquoi mon idée plaisante et que vous trouvez baroque mérite la préférence sur le projet que vous défendez .,other,idée,-,1787,1780,Paris,France
il y auroit encore bien d'autre choses à apprendre à m m comme à ne pas faire de comparaison aussi baroque que celle d'un médecin et son malade avec un cocher et ses chevaux à se désier de ses idées auprès des malades à disserter moins et à s'entendre mieux .,other,comparaison,amod,1787,1780,Paris,France
encore un terme baroque de logique .,other,terme,amod,1788,1780,Paris,France
nom baroque qu'on donne en logique à un syllogisme dont la majeure doit être universelle affirmative la mineure universelle négative et la conclusion particulière négative .,other,nom,amod,1788,1780,Paris,France
un enfant qui sait ce mot baroque est fort instruit pour la société .,other,mot,amod,1788,1780,Paris,France
suivant l'histoire baroque de cet emprisonnement la pacha feignit de consentir à la demande des mutins à condition qu'il tenteroit encore une fois une sortie générale .,other,histoire,amod,1788,1780,Paris,France
oh lui c'est un esprit baroque dont nous rendrons bon compte .,other,esprit,amod,1789,1780,Paris,France
cela posé je dis qu'une loi qui dans l'état actuel où sont les bénéfices du royaume en défendroit purement et simplement la pluralité seroit en certains points baroque .,other,pluralité,-,1789,1780,Paris,France
cette loi seroit baroque en ce qu'elle permettroit à un ecclésiastique d'avoir trente mille livres de revenu en un seul bénéfice et ne lui permettroit pas d'avoir en deux ou plusieurs bénéfices plus de trois mille livres .,other,loi,nsubj,1789,1780,Paris,France
on accusoit sa musique de n'être que difficile et baroque .,other,musique,-,1790,1790,Paris,France
mais ces airs peuvent aussi n'avoir de sens que par le souvenir des paroles comme dans l'autre exemple où l'air insignificant et baroque ne fait que déplaire à l'oreille s'il on ne se rappelle pas que dans une situation semblable on a entendu sur ce même air la mère dire à sa fille .,other,air,-,1791,1790,Paris,France
quelques phrases d'un beau chant dans un morceau d'ailleurs irrégulier commun ou baroque vers heureux dans une pièce écrite d'ailleurs d'un style rocailleux et plat .,other,morceau ,-,1791,1790,Paris,France
mais quelque chinois que soient les chinois il n'est pas possible qu'ils fassent usage d'une échelle si baroque .,other,échelle,amod,1791,1790,Paris,France
refusons plutôt au grecs toute espèce d'harmonie que de leur attribuer une désinence harmonique de cette espèce désinence plus baroque que notre ton du quart et notre tierce de picardie .,other,désinence,amod,1791,1790,Paris,France
et cette marche qui était toute de son invention formoit le spectacle le plus baroque et le plus ridicule .,other,spectacle,amod,1792,1790,Paris,France
en un mot c'est un langage si baroque si étrangement néologique qu'on peut assurer qu'un étranger qui saurait parfaitement notre langue et qui lirait couramment nos classiques ne pourrait pas lire un e page de m deleyre sans être arrêté à tout moment et sans demander si l'auteur a parlé français et ce qu'il a voulu dire .,other,langage,amod,1792,1790,Paris,France
cette réponse doit avoir paru très baroque au seigneur don antonio ricardos carillo .,other,réponse ,-,1793,1790,Paris,France
elle accourut et reprocha tant qu'elle put au grand oiseau ce procédé baroque .,other,procédé,amod,1796,1790,Paris,France
c'est beau vous disent ils en vous chantant quelque trait baroque .,other,trait,amod,1797,1790,Paris,France
la musique dure et baroque n'est telle que parce que les sons ne sont point fondus .,other,musique,-,1797,1790,Paris,France
il faut remarquer que les définitions dans cet ouvrage sont en général très claires et bien éloignées du style baroque et entortillé des jurisconsultes .,other,style,amod,1782,1780,Paris,France
je sais qu'à force de peine et de travail on peut se faire à toutes ces bizarreries et s'apprivoiser encore avec ce style baroque après s'être familiarisé avec les irrégularités affectées à la langue .,other,style,amod,1797,1790,Paris,France
et nos chiens que la peur saisit un même instant répandirent à flots un parfum équivoque dont l'odeur mélangée et tout-à-fait baroque fit s'écrier chaque assistant que leur maître ne peut sans néglier sa floire ne pas venger soudain un affront si notoire .,other,odeur ,-,1797,1790,Paris,France
un jour donc que siméon n'était pas triste il entre dans une boutique pleine de vessies en prend une et après y avoir ajusté un tuyay de plume et divers chalumeaux il s'en va dans un carrefour de la ville et joue publiquement de son baroque instrument .,other,instrument,amod,1797,1790,Paris,France
sais-tu qu'en honneur ces français ont une tournure d'esprit baroque .,other,esprit,amod,1798,1790,Paris,France
ceux qui l'ont fait ont imaginé un nom baroque pour cacher celui du véritable auteur et ils le supposent écrit à rome .,other,nom,amod,1798,1790,Paris,France
je lui dirai ma façon de penser avec modération et je me dirai que je ne dois pas être excepté de la nombreuse classes de ceux qui fonts des ingrats quoiqu'il en soit voilà une bonne affaire finie que l'acuittement de ce compte baroque .,other,compte,amod,1798,1790,Paris,France
l'espèce de foire qu'il imaginée pouor l'émulation des arts et métiers conduit à celle d'un établissement durable où chaque invention nouvelle puisse s'annoncer aux curieux et s'offrir à la comparaison où tous les genres d'industrie ancienne puissent se retrouver et réclamer contre le caprice et la mode baroque qui les ont fait oublier .,other,mode,amod,1799,1790,Paris,France
figaro se pique d'être grammairien quoique son langage soit souvent baroque et qu'en se servant de termes didactiques il les estropie par fois je le lui pardonne .,other,langage,nsubj,1799,1790,Paris,France
on est d'abord étonné de voir une disposition si baroque et si peu propre à faire honneur aux talents du vice grand maitre .,other,disposition,amod,1786,1780,Paris,France
le nouveau couple commence sa carrière à la sortie de la cage prend maison et un nom qui étant composé des deux moitiés des familles respectives est toujours baroque va à la cour où il est fort fêté brigue des emplois et obtient tout ce qu'il désire parce que ceux qui briguent pour lui sont les maisons d'où il sort .,other,nom,nsubj,1788,1780,Prague,Czech Republic
on est d'abord étonné de voir une disposition si baroque et si peu propre à faire honneur aux talents du vice grand maitre .,other,disposition,amod,1786,1780,Rheims,France
cette idée me semble très baroque n'en déplaise au bon goût de votre héros .,other,idée,-,1789,1780,Rome,Italy
il chante l'air le plus baroque et le plus ancien .,other,air,amod,1786,1780,Seville,Spain
quittés le baroque esclavage qu'elle vous impose .,other,esclavage,amod,1787,1780,Strasbourg,France
amelot qui le savoit bien lui demanda pourquoi il ne s'était pas contenté de censurer en gros quelques propositions de quesnel qu lieu de faire une censure baroque de cent et une .,other,censure,amod,1791,1790,Strasbourg,France
disons doc que si le saint était monliniste loin de le regarder comme le plus grand génie qu'il y ait eu il faut le regarder au contraire comme l'esprit le plus baroque et le plus de travers .,other,esprit,amod,1752,1750,Toulouse,France
on doit cependant regarder comme une idée baroque l'homme qui est culbuté dans un coin du tableau et dont on ne voit que les jambes le reste étant supposé hors de la toile .,other,idée,amod,1769,1760,Venice,Italy
un oiseau dont la voix est rauque peut il d'un chant aussi baroque vous faire ouir de médiocres sons .,other,chant,amod,1796,1790,Vienna,Austria
voilà déjà une distinction assez baroque et qui pourroit bien déceler un petit coup de marteau .,other,distinction,amod,1782,1780,Yverdon,Switzerland
tympania de pline est une espèce de perle baroque que nos joalliers nomment tambourins elle a la figure d'une tymballe .,pearl,perle,amod,1701,1700,Amsterdam,Netherlands
une perle baroque d'une volume extraordinaire creusée en forme de flacon et ornée d'un couvercle et d'une chaine d'or .,pearl,perle,amod,1781,1780,Brussels,Belgium
une perle baroque très joliment montée en or émaillé .,pearl,perle,amod,1781,1780,Brussels,Belgium
qu'est-ce que borneo au prix de bisnagar et quelle comparaison y a-t-il entre une perle baroque et une perle parfaite .,pearl,perle,amod,1715,1710,Hague,Netherlands
ordinairement elles avoient une belle eau mais leur forme était presque toujours irrégulière et baroque .,pearl,forme,-,1756,1750,La Rochelle,France
ainsi nous disons perle en pointe ou en poire perle ronde perle ovale perle baroque .,pearl,perle,amod,1701,1700,Paris,France
une perle baroque et de vilaine eau de quelque poids qu'elle soit ne sauroit valoir la fameuse pèregrine .,pearl,perle,amod,1719,1710,Paris,France
covarruvias au mot barrueco dit que ce mot espagnol qui signifie une perle baroque a été fait du latin verruca à cause de la ressemblance de ces perles à des verrues .,pearl,perle,amod,1750,1750,Paris,France
une perle de bel orient forme en poire un peu baroque et percée pesant soixante six grains deux seizes ou  seize karats dix seize estimé huit cents libres .,pearl,forme,-,1791,1790,Paris,France
un perle d'orient forme en poire baroque doux un peu plombée d'un côté pesant vingt cinq grains ou six karats quatre seizes estimée deux cents livres .,pearl,poire,amod,1791,1790,Paris,France
une perle d'orient un peu nattée forme baroque doux ayant des ondulations une gersure un peu jaunâtre et percée pesant cinquante-deux grains deux seizes ou treize karats deux seizes estimée cinq cents livres .,pearl,forme,amod,1791,1790,Paris,France
une perle d'orient un peu nacreuse ovale un peu baroque étant percée à deux endroits pensant quatre huit grains ou douze karats septs seizes estimée cinq cents livres .,pearl,na,-,1791,1790,Paris,France
les grandes et les petites prennent une forme régulière comme celle d'une petite poire d'une olive d'un globe ou bien une forme anguleuse et baroque selon que le premier peloton de suc durci ou caillé qui a servi de noyau et de base aux couches postérieurement appliquées était lui-même régulier ou irrégulier dans sa figure .,pearl,forme,-,1736,1730,Utrecht,Netherlands
